read_234	18151533	18152528
read_235	10543893	10544886
read_237	4812535	4813534
read_238	4780230	4781229
read_239	17602967	17603974
read_240	6142413	6143418
read_241	14996558	14997565
read_242	8921744	8922748
read_243	2308661	2309662
read_244	17843494	17844491
read_245	18065271	18066273
read_246	16285722	16286715
read_247	3874168	3875176
read_248	2167091	2168091
read_249	11135497	11136498
read_250	17855310	17856304
read_251	10378161	10379165
read_252	12018945	12019935
read_253	19551328	19552329
read_254	7366995	7367995
read_255	6077675	6078674
read_256	376466	377460
read_257	2414460	2415457
read_258	15530517	15531516
read_259	6988816	6989809
read_260	8769496	8770496
read_261	19104872	19105871
read_262	668812	669815
read_263	18364658	18365651
read_264	6451546	6452546
read_265	3527338	3528343
read_266	2145763	2146756
read_267	8009447	8010455
read_268	8744149	8745150
read_269	16792873	16793859
read_270	7305673	7306674
read_271	14615234	14616240
read_272	18960940	18961936
read_273	16248649	16249654
read_274	9799153	9800148
read_275	8177206	8178210
read_276	18772946	18773953
read_277	14937682	14938686
read_278	3244954	3245946
read_279	15834079	15835067
read_280	16166915	16167916
read_281	10838890	10839892
read_282	18641165	18642156
read_283	18648465	18649474
read_284	6531964	6532947
read_285	18921815	18922823
read_286	16425385	16426372
read_287	15056016	15057018
read_288	16847327	16848322
read_289	7320816	7321811
read_290	9382517	9383518
read_291	10830238	10831229
read_292	18272446	18273451
read_293	1802995	1803987
read_294	12850937	12851942
read_295	7025375	7026375
read_296	19526121	19527125
read_297	4473996	4475003
read_298	12981115	12982112
read_299	16829586	16830592
read_300	18409306	18410309
read_301	9188361	9189354
read_302	1242638	1243640
read_303	7387356	7388359
read_304	1409603	1410606
read_305	17714453	17715437
read_306	6370354	6371343
read_307	2439671	2440666
read_308	10168316	10169323
read_309	408718	409709
read_310	1206830	1207821
read_311	14341751	14342748
read_312	9552608	9553605
read_313	7899085	7900088
read_314	16868333	16869328
read_315	15886472	15887473
read_316	16627057	16628053
read_317	9923901	9924908
read_318	5225041	5226036
read_319	10799527	10800529
read_320	9333025	9334028
read_321	8644267	8645272
read_322	11742552	11743549
read_323	4956006	4956996
read_324	4630123	4631122
read_325	12408709	12409703
read_326	15860669	15861666
read_327	12023239	12024244
read_328	14821769	14822774
read_329	16325390	16326389
read_330	12389558	12390551
read_331	3642998	3644003
read_332	8291143	8292130
read_333	96282	97279
read_334	6743249	6744241
read_335	12043408	12044415
read_336	4286630	4287635
read_337	12513627	12514624
read_338	19286838	19287841
read_339	7099075	7100080
read_340	4344413	4345411
read_341	16484059	16485051
read_342	16378451	16379438
read_343	14040899	14041907
read_344	12560441	12561438
read_345	17301979	17302975
read_346	17105198	17106191
read_347	1337537	1338537
read_348	5075534	5076541
read_349	13057545	13058553
read_350	919407	920404
read_351	9666075	9667064
read_352	14184855	14185855
read_353	4027673	4028669
read_354	12914725	12915730
read_355	739756	740761
read_356	16767928	16768917
read_357	18767018	18768011
read_358	16543094	16544086
read_359	6587444	6588443
read_360	19951711	19952700
read_361	4744068	4745062
read_362	385164	386164
read_363	6684200	6685197
read_364	15598655	15599658
read_365	18305865	18306860
read_366	11187728	11188723
read_367	5948572	5949572
read_368	13913410	13914402
read_369	7954869	7955863
read_370	15615709	15616709
read_371	18387205	18388202
read_372	3362633	3363630
read_373	13549585	13550581
read_374	3728774	3729777
read_375	19044984	19045987
read_377	3422809	3423805
read_378	19331434	19332439
read_379	8593924	8594919
read_380	5571076	5572069
read_381	9990149	9991146
read_382	4565312	4566310
read_383	19802395	19803394
read_384	8086874	8087876
read_385	12612919	12613925
read_386	19800087	19801090
read_387	16387048	16388052
read_388	9936511	9937509
read_389	13732583	13733587
read_390	412115	413114
read_391	10003071	10004075
read_392	12212460	12213463
read_393	19620438	19621435
read_394	697039	698024
read_395	11485164	11486160
read_396	7391599	7392595
read_397	14313440	14314437
read_398	2467619	2468620
read_399	394803	395804
read_400	6608747	6609750
read_401	14608488	14609474
read_402	8846579	8847566
read_403	18906078	18907077
read_404	19128487	19129489
read_405	3199939	3200929
read_406	8664662	8665665
read_408	2256112	2257104
read_409	18815062	18816059
read_410	15628443	15629447
read_411	10127089	10128093
read_412	10589064	10590053
read_413	5303714	5304707
read_414	14556691	14557684
read_415	13160336	13161333
read_416	7285934	7286931
read_417	10018885	10019889
read_418	19508543	19509545
read_419	5691544	5692541
read_420	2732308	2733310
read_421	8605490	8606493
read_422	5469866	5470865
read_423	3180284	3181289
read_424	19349204	19350193
read_425	14058962	14059969
read_426	17145431	17146430
read_427	3099021	3100026
read_428	17331042	17332049
read_429	4072843	4073826
read_430	19365641	19366655
read_431	12067119	12068113
read_432	16069136	16070137
read_433	15146218	15147213
read_434	11315916	11316911
read_436	15688937	15689940
read_437	1438859	1439858
read_438	18726949	18727944
read_439	504488	505493
read_440	12397179	12398180
read_441	7747059	7748047
read_442	9967498	9968498
read_443	144963	145971
read_444	17372047	17373048
read_445	7257956	7258948
read_446	10158676	10159681
read_447	1402466	1403459
read_448	17565315	17566322
read_449	11659179	11660178
read_450	3012278	3013271
read_451	9205089	9206082
read_452	14415108	14416114
read_453	11439720	11440723
read_454	9821959	9822966
read_455	8534915	8535914
read_456	7699916	7700904
read_457	11747818	11748818
read_458	17224088	17225083
read_459	7815736	7816730
read_460	9057565	9058554
read_461	14972456	14973445
read_462	7428675	7429673
read_463	16748106	16749106
read_464	3927729	3928726
read_465	14969697	14970698
read_466	7677928	7678923
read_467	6340912	6341907
read_468	16305322	16306317
read_469	19623605	19624601
read_470	3437839	3438836
read_471	8306588	8307581
read_472	14178891	14179892
read_473	11349301	11350296
read_474	15334228	15335221
read_475	3470207	3471200
read_476	19440522	19441521
read_477	1758948	1759947
read_478	10361936	10362922
read_479	13558905	13559906
read_480	4088769	4089760
read_481	6017978	6018977
read_482	6502793	6503798
read_483	9043298	9044295
read_484	18251756	18252751
read_485	16842903	16843910
read_486	361786	362793
read_487	8362467	8363460
read_488	14502310	14503316
read_489	15095389	15096386
read_490	15270887	15271884
read_491	4095034	4096032
read_492	1916267	1917269
read_493	14578829	14579820
read_494	9689820	9690824
read_495	1171975	1172975
read_496	14868377	14869374
read_497	10944243	10945230
read_498	14848459	14849460
read_499	8252875	8253869
read_500	501769	502772
read_501	10787860	10788865
read_502	9770580	9771580
read_503	3131196	3132191
read_504	583083	584078
read_505	18872374	18873381
read_506	9531725	9532714
read_507	3267689	3268694
read_508	4098856	4099851
read_509	12333865	12334874
read_510	1386464	1387458
read_511	15769927	15770928
read_512	3330596	3331600
read_513	8050865	8051861
read_514	15890578	15891577
read_515	7587326	7588333
read_516	6708660	6709661
read_517	4692833	4693832
read_518	10757245	10758232
read_519	7842802	7843791
read_520	4669085	4670085
read_521	7248552	7249549
read_522	17850998	17851993
read_523	8960454	8961450
read_524	3758790	3759791
read_525	12906868	12907874
read_526	15705091	15706084
read_527	11426122	11427117
read_528	14277790	14278795
read_529	8986977	8987976
read_530	1462724	1463729
read_531	16849782	16850779
read_532	18490677	18491678
read_533	2945828	2946827
read_534	6294341	6295342
read_535	11380034	11381027
read_536	13165241	13166232
read_537	4937084	4938087
read_538	7076399	7077407
read_539	14426121	14427119
read_540	18972762	18973767
read_541	16451674	16452667
read_542	9439004	9440005
read_543	15482439	15483428
read_544	3923709	3924702
read_545	16938157	16939154
read_546	2684508	2685515
read_547	9293739	9294742
read_548	8645940	8646938
read_549	2245256	2246250
read_550	1195017	1196016
read_551	2624865	2625862
read_552	8790676	8791670
read_553	6924665	6925668
read_554	18944982	18945981
read_555	5445394	5446391
read_556	12413621	12414611
read_557	3106424	3107423
read_558	13205418	13206419
read_559	14624906	14625901
read_560	4246344	4247351
read_561	15994298	15995281
read_562	7941185	7942190
read_563	2178637	2179634
read_564	19472362	19473359
read_565	7858735	7859738
read_566	4347917	4348905
read_567	15987579	15988581
read_568	18047074	18048085
read_569	10434899	10435884
read_570	7749536	7750541
read_571	6875810	6876805
read_572	7707318	7708314
read_573	8879533	8880532
read_574	1626414	1627418
read_575	3418441	3419444
read_576	15520930	15521931
read_577	4273819	4274825
read_578	19454182	19455181
read_579	7758266	7759274
read_580	10572663	10573666
read_581	19815189	19816181
read_582	8461870	8462871
read_583	17876904	17877893
read_584	265768	266767
read_585	15568084	15569085
read_586	15731278	15732279
read_587	10611156	10612159
read_588	14387239	14388230
read_589	15626032	15627031
read_590	14951030	14952015
read_591	450299	451296
read_592	5827166	5828171
read_593	4489630	4490631
read_594	15168142	15169145
read_595	16421846	16422841
read_596	5114217	5115216
read_597	1627043	1628044
read_598	1387424	1388424
read_599	19921581	19922583
read_600	10685152	10686152
read_601	14750404	14751397
read_602	18021042	18022045
read_603	7740626	7741625
read_604	9025106	9026105
read_605	5200364	5201367
read_606	14877422	14878417
read_607	18067096	18068101
read_608	10495670	10496669
read_609	5700863	5701860
read_610	8135025	8136030
read_611	1254904	1255898
read_612	389724	390728
read_613	15903966	15904969
read_614	3836288	3837293
read_615	1962138	1963140
read_616	10517916	10518919
read_617	13494662	13495663
read_618	3672984	3673977
read_619	10013601	10014591
read_620	7259844	7260843
read_621	7287644	7288649
read_622	121012	122010
read_623	6909330	6910335
read_624	18505041	18506029
read_625	10193421	10194416
read_626	9703425	9704433
read_627	12939803	12940798
read_628	7116532	7117528
read_629	12752609	12753608
read_630	14629646	14630631
read_631	11047516	11048515
read_632	18564522	18565517
read_633	15220951	15221948
read_634	10249722	10250723
read_635	14595292	14596286
read_636	16706842	16707849
read_637	18387279	18388285
read_638	19078522	19079521
read_639	15769076	15770081
read_640	861767	862783
read_641	5933843	5934844
read_642	12967567	12968555
read_643	1707373	1708380
read_644	9389073	9390069
read_645	18888995	18890000
read_646	8621073	8622072
read_647	11285665	11286666
read_648	4140761	4141765
read_649	13226111	13227109
read_650	7991848	7992843
read_651	2902029	2903028
read_652	8771095	8772096
read_653	6349346	6350328
read_654	17776927	17777936
read_655	8216965	8217968
read_656	10861467	10862466
read_657	16282904	16283889
read_658	17654052	17655049
read_659	9656981	9657986
read_660	9402768	9403767
read_661	8637584	8638585
read_662	10841356	10842359
read_663	7607434	7608437
read_664	8302441	8303437
read_665	16450727	16451724
read_666	7440024	7441023
read_667	16999113	17000108
read_668	604468	605467
read_669	6627928	6628927
read_670	17748242	17749254
read_671	15212927	15213914
read_672	8698956	8699957
read_673	5136879	5137874
read_674	2209177	2210180
read_675	5009264	5010262
read_676	4001866	4002863
read_677	10800742	10801734
read_678	9834901	9835900
read_679	12646227	12647227
read_680	9700045	9701039
read_681	18745140	18746137
read_682	14429989	14430980
read_683	9731079	9732074
read_684	14910937	14911932
read_685	1131275	1132280
read_686	12483972	12484969
read_687	6243750	6244749
read_688	3667296	3668304
read_689	253834	254831
read_690	11745208	11746211
read_691	9011606	9012611
read_692	7644299	7645294
read_693	10167707	10168717
read_694	19821837	19822844
read_695	6933612	6934609
read_696	1163267	1164265
read_697	6513813	6514812
read_698	6291056	6292059
read_699	12085250	12086247
read_700	3501600	3502604
read_701	4778649	4779650
read_702	1726283	1727280
read_703	9415163	9416165
read_704	18786929	18787942
read_705	13771858	13772854
read_706	7759719	7760718
read_707	19930376	19931373
read_708	6501753	6502747
read_709	8005587	8006582
read_710	7991306	7992298
read_711	1441601	1442598
read_712	4809463	4810456
read_713	19220911	19221908
read_714	3266561	3267564
read_715	11563284	11564283
read_716	13977585	13978582
read_717	5631125	5632117
read_718	3147370	3148373
read_719	10478704	10479711
read_720	16099140	16100147
read_721	3480968	3481973
read_722	8263211	8264212
read_723	11781664	11782651
read_724	6352713	6353710
read_725	10521294	10522294
read_726	3539739	3540734
read_727	9323496	9324493
read_728	15393111	15394104
read_729	16345093	16346086
read_730	136977	137984
read_731	2959182	2960187
read_732	9221205	9222206
read_733	1355952	1356941
read_734	14985359	14986354
read_735	15075546	15076550
read_736	17947329	17948330
read_737	147809	148812
read_738	13871079	13872078
read_739	9478486	9479474
read_740	16485543	16486533
read_741	17593786	17594781
read_742	14399586	14400593
read_743	14207345	14208340
read_744	8537403	8538402
read_745	2413986	2414979
read_746	19066144	19067136
read_747	16949719	16950710
read_748	5860265	5861256
read_749	5745669	5746678
read_750	13198333	13199338
read_751	12766899	12767898
read_752	18692440	18693444
read_753	8328844	8329846
read_754	7412389	7413390
read_755	13381095	13382094
read_756	11666120	11667117
read_757	1506043	1507043
read_758	10205326	10206333
read_759	7462582	7463583
read_760	6038260	6039255
read_761	8211680	8212674
read_762	7906357	7907357
read_763	287616	288613
read_764	9063572	9064567
read_765	2784493	2785490
read_766	16997264	16998256
read_767	14950020	14951013
read_768	3983694	3984699
read_769	4521899	4522901
read_770	4747124	4748128
read_771	5023981	5024971
read_772	5954028	5955020
read_773	140386	141379
read_774	6837691	6838690
read_775	13860806	13861787
read_776	17199344	17200351
read_777	746090	747085
read_778	3164244	3165233
read_779	8988628	8989627
read_780	11575568	11576571
read_781	10561457	10562446
read_782	15818049	15819044
read_783	7429509	7430519
read_784	16301583	16302581
read_785	12598730	12599724
read_786	2170273	2171274
read_787	14713340	14714341
read_788	3417620	3418618
read_789	1590161	1591153
read_790	19620030	19621034
read_791	16564902	16565907
read_792	5749890	5750884
read_793	4286976	4287981
read_794	1636664	1637664
read_795	7658414	7659411
read_796	8847099	8848098
read_797	18495687	18496676
read_798	1217533	1218535
read_799	9557826	9558815
read_800	2910540	2911543
read_801	17968383	17969385
read_802	5558168	5559161
read_803	6260573	6261566
read_804	14992099	14993109
read_805	7130849	7131852
read_806	19070362	19071356
read_807	6431872	6432874
read_808	1032631	1033637
read_809	2897547	2898552
read_810	2439524	2440515
read_811	19094849	19095842
read_812	5910194	5911197
read_813	18663866	18664866
read_814	9189865	9190861
read_815	6431517	6432501
read_816	9764132	9765124
read_817	17309370	17310369
read_818	7363747	7364750
read_819	5485463	5486463
read_820	5415442	5416451
read_821	10223901	10224904
read_822	3972125	3973120
read_823	569031	570034
read_824	6806805	6807799
read_825	106878	107873
read_826	14746232	14747231
read_827	11247690	11248696
read_828	8125591	8126578
read_829	2972087	2973076
read_830	12324911	12325912
read_831	18450671	18451676
read_832	8365242	8366242
read_833	837091	838091
read_834	7598210	7599211
read_835	17388538	17389538
read_836	16643349	16644346
read_837	5358893	5359876
read_838	3630	4637
read_839	15060278	15061282
read_840	16119400	16120403
read_841	19951285	19952278
read_842	956082	957079
read_843	5101601	5102602
read_844	4465534	4466537
read_845	19910717	19911718
read_846	4277564	4278567
read_847	10821924	10822913
read_848	11429814	11430814
read_849	1328755	1329759
read_850	11524024	11525021
read_851	263424	264415
read_852	14268043	14269048
read_853	2518454	2519451
read_854	4536696	4537690
read_855	11599171	11600165
read_856	5642399	5643402
read_857	15974853	15975854
read_858	17809205	17810200
read_859	11679646	11680651
read_860	3627538	3628546
read_861	13123337	13124334
read_862	3651129	3652138
read_863	9537757	9538750
read_864	1979773	1980758
read_865	3010581	3011582
read_866	2188010	2189017
read_867	19865332	19866327
read_868	13993277	13994278
read_869	5249208	5250208
read_870	9850957	9851947
read_871	1323770	1324771
read_872	6971071	6972086
read_873	9596450	9597445
read_874	11883197	11884192
read_875	16719723	16720730
read_876	15280383	15281371
read_877	8021406	8022414
read_878	2547728	2548719
read_879	18025635	18026625
read_880	14037480	14038472
read_881	6126797	6127790
read_882	3015389	3016387
read_883	15511587	15512594
read_884	12042830	12043828
read_885	16057519	16058515
read_886	10627507	10628508
read_887	5747360	5748359
read_888	13299659	13300654
read_889	7494532	7495535
read_890	3533960	3534953
read_891	17906683	17907680
read_892	14144437	14145428
read_893	8050029	8051036
read_894	13953389	13954390
read_895	16811215	16812208
read_896	15965434	15966427
read_897	4426928	4427933
read_898	16401788	16402781
read_899	8949272	8950275
read_900	12550486	12551482
read_901	7720214	7721222
read_902	14414279	14415272
read_903	5923191	5924196
read_904	11184215	11185212
read_905	5639664	5640659
read_906	5945961	5946959
read_907	19511609	19512600
read_908	7345178	7346181
read_909	13209308	13210310
read_910	8976879	8977865
read_911	17723422	17724415
read_912	14536541	14537547
read_913	18479469	18480468
read_914	13109193	13110196
read_915	13573370	13574373
read_916	12642135	12643133
read_917	9495295	9496300
read_918	6797466	6798472
read_919	10920439	10921431
read_920	15743885	15744888
read_921	16592179	16593161
read_922	2588113	2589110
read_923	15115743	15116748
read_924	12834118	12835112
read_925	7619349	7620342
read_926	13035428	13036425
read_927	14696227	14697225
read_928	2131685	2132675
read_929	313939	314940
read_930	13891845	13892849
read_931	2366745	2367744
read_932	7639905	7640912
read_933	6837147	6838138
read_934	13758742	13759745
read_935	781156	782159
read_936	3470570	3471573
read_937	18891098	18892085
read_938	2316111	2317104
read_939	331340	332338
read_940	14806936	14807935
read_941	10228036	10229037
read_942	3932957	3933961
read_943	1100078	1101066
read_944	16662284	16663285
read_945	7773457	7774452
read_946	2903204	2904195
read_947	3159662	3160661
read_948	18252243	18253235
read_949	18422148	18423145
read_950	17761420	17762422
read_951	6773518	6774517
read_952	2476434	2477443
read_953	13065811	13066822
read_954	639462	640446
read_955	16858334	16859326
read_956	15255421	15256421
read_957	4066806	4067805
read_958	15947172	15948166
read_959	4145042	4146043
read_960	11257892	11258899
read_961	7253953	7254940
read_962	18016626	18017619
read_963	7127373	7128372
read_964	7479851	7480846
read_965	4984797	4985790
read_966	1198119	1199114
read_967	12179090	12180087
read_968	8009396	8010399
read_969	13200880	13201883
read_970	3402318	3403320
read_971	7900057	7901054
read_972	17203729	17204722
read_973	13632610	13633619
read_974	1395000	1396001
read_975	13398693	13399700
read_976	6815337	6816343
read_977	3943718	3944707
read_978	2427875	2428877
read_979	18247442	18248444
read_980	16438965	16439972
read_981	2631108	2632102
read_982	12243671	12244668
read_983	14958744	14959735
read_984	15782211	15783209
read_985	13918631	13919630
read_986	274547	275538
read_987	1286291	1287288
read_988	10857297	10858302
read_989	10592907	10593918
read_990	3819523	3820524
read_991	11298586	11299587
read_992	11631461	11632465
read_993	6878537	6879542
read_994	14053429	14054427
read_995	19708807	19709799
read_996	14001970	14002967
read_997	11113222	11114207
read_998	10388334	10389329
read_999	4555521	4556517
